OrderID,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,UnitCost,DiscountRate,NetRevenue,CurrentStock,ReorderPoint,SafetyStock,LeadTimeDays,SupplierID,OrderDate,InventoryStatus
ORD-64644,CUST-4087,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,192,158.0,68,10.0,SUP-05,2024-09-18,Healthy
ORD-60260,CUST-1993,PROD-04,Leather Minimalist Wallet,Accessories,5,1499,400,0.05,7120.25,270,152.0,80,6.0,SUP-04,2025-08-16,Healthy
ORD-68517,CUST-3106,PROD-06,Bamboo Desk Organizer,Home Decor,2,999,350,0.0,1998.0,258,205.0,65,14.0,SUP-06,2024-10-09,Healthy
ORD-67736,CUST-5332,PROD-03,4K Ultra-Wide Monitor,Electronics,5,29999,18000,0.0,149995.0,85,51.0,15,18.0,SUP-03,2025-01-30,Healthy
ORD-50711,CUST-3945,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.05,949.05,211,199.0,59,14.0,SUP-06,2025-07-03,Healthy
ORD-66178,CUST-2115,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.0,5999.0,176,118.0,46,12.0,SUP-02,2025-09-24,Healthy
ORD-50601,CUST-2043,PROD-06,Bamboo Desk Organizer,Home Decor,3,999,350,0.0,2997.0,242,211.0,71,14.0,SUP-06,2024-08-16,Healthy
ORD-70078,CUST-4870,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.05,2374.05,233,110.0,54,7.0,SUP-01,2025-10-09,Healthy
ORD-58206,CUST-4279,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,325,159.0,69,10.0,SUP-05,2025-03-30,Healthy
ORD-70387,CUST-5152,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.05,28499.05,51,47.0,11,18.0,SUP-03,2025-12-26,Healthy
ORD-70989,CUST-5300,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.15,25499.15,64,49.0,13,18.0,SUP-03,2025-04-05,Healthy
ORD-56532,CUST-5354,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,326,165.0,93,6.0,SUP-04,2025-03-21,Healthy
ORD-72434,CUST-5125,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,,999.0,249,197.0,57,14.0,SUP-06,2025-09-04,Healthy
ORD-59595,CUST-3424,PROD-03,4K Ultra-Wide Monitor,Electronics,2,29999,18000,0.0,59998.0,72,51.0,15,18.0,SUP-03,2024-06-01,Healthy
ORD-52167,CUST-2685,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.0,5999.0,176,115.0,43,12.0,SUP-02,2025-12-23,Healthy
ORD-67336,CUST-1080,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.0,2499.0,203,109.0,53,7.0,SUP-01,2024-08-16,Healthy
ORD-60434,CUST-3785,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.05,28499.05,78,46.0,10,18.0,SUP-03,2025-05-25,Healthy
ORD-69292,CUST-2028,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,308,155.0,83,6.0,SUP-04,2025-07-22,Healthy
ORD-63433,CUST-5399,PROD-01,Wireless Ergonomic Mouse,Electronics,3,2499,1200,0.05,7122.15,120,115.0,59,7.0,SUP-01,2024-12-15,Healthy
ORD-72382,CUST-1912,PROD-03,4K Ultra-Wide Monitor,Electronics,2,29999,18000,0.0,59998.0,66,42.0,6,18.0,SUP-03,2025-05-10,Healthy
ORD-63119,CUST-2217,PROD-02,Mechanical RGB Keyboard,Electronics,4,5999,2800,0.0,23996.0,92,93.0,21,12.0,SUP-02,2025-12-08,Reorder Required
ORD-52441,CUST-4422,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,253,146.0,56,10.0,SUP-05,2025-03-02,Healthy
ORD-70685,CUST-1149,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,255,142.0,70,6.0,SUP-04,2024-03-08,Healthy
ORD-74975,CUST-2446,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,,1499.0,123,129.0,57,6.0,SUP-04,2025-06-09,Reorder Required
ORD-57827,CUST-2254,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,154,211.0,71,14.0,SUP-06,2025-06-27,Reorder Required
ORD-65821,CUST-2523,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.1,899.1,328,185.0,45,14.0,SUP-06,2024-02-17,Healthy
ORD-52624,CUST-1502,PROD-05,Waterproof Sports Backpack,Apparel,2,2899,900,0.0,5798.0,139,145.0,55,10.0,SUP-05,2025-03-13,Reorder Required
ORD-68306,CUST-2829,PROD-06,Bamboo Desk Organizer,Home Decor,2,999,350,,1998.0,264,190.0,50,14.0,SUP-06,2024-09-10,Healthy
ORD-59229,CUST-2725,PROD-02,Mechanical RGB Keyboard,Electronics,5,5999,2800,0.1,26995.5,218,94.0,22,12.0,SUP-02,2024-04-30,Healthy
ORD-68239,CUST-1146,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,315,125.0,53,6.0,SUP-04,2024-01-14,Overstock
ORD-56778,CUST-1768,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,165,144.0,72,6.0,SUP-04,2025-04-08,Healthy
ORD-70863,CUST-1558,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,153,138.0,48,10.0,SUP-05,2024-03-27,Healthy
ORD-69804,CUST-3461,PROD-06,Bamboo Desk Organizer,Home Decor,4,999,350,0.0,3996.0,89,212.0,72,14.0,SUP-06,2024-11-26,Reorder Required
ORD-50741,CUST-5184,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,125,143.0,71,6.0,SUP-04,2025-03-04,Reorder Required
ORD-50411,CUST-5119,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,148,160.0,70,10.0,SUP-05,2025-03-04,Reorder Required
ORD-62909,CUST-5432,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,156,134.0,44,10.0,SUP-05,2024-05-01,Healthy
ORD-60290,CUST-5257,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.05,2374.05,195,117.0,61,7.0,SUP-01,2025-07-12,Healthy
ORD-67731,CUST-4077,PROD-01,Wireless Ergonomic Mouse,Electronics,2,2499,1200,0.0,4998.0,185,87.0,31,7.0,SUP-01,2024-05-24,Healthy
ORD-69634,CUST-1120,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,,29999.0,73,43.0,7,18.0,SUP-03,2024-02-26,Healthy
ORD-51616,CUST-3205,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,281,142.0,70,6.0,SUP-04,2025-07-13,Healthy
ORD-69716,CUST-2443,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.05,2374.05,235,101.0,45,7.0,SUP-01,2024-04-14,Healthy
ORD-63958,CUST-1734,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.05,2374.05,162,114.0,58,7.0,SUP-01,2025-01-27,Healthy
ORD-55207,CUST-1538,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,,2499.0,128,119.0,63,7.0,SUP-01,2024-01-10,Healthy
ORD-56593,CUST-5489,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,332,159.0,69,10.0,SUP-05,2025-12-21,Healthy
ORD-69515,CUST-1859,PROD-01,Wireless Ergonomic Mouse,Electronics,2,2499,1200,0.0,4998.0,278,88.0,32,7.0,SUP-01,2024-03-12,Overstock
ORD-56345,CUST-3776,PROD-05,Waterproof Sports Backpack,Apparel,2,2899,900,0.0,5798.0,206,145.0,55,10.0,SUP-05,2024-07-07,Healthy
ORD-58345,CUST-4668,PROD-01,Wireless Ergonomic Mouse,Electronics,2,2499,1200,0.0,4998.0,189,117.0,61,7.0,SUP-01,2024-04-14,Healthy
ORD-56969,CUST-3676,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.0,5999.0,125,95.0,23,12.0,SUP-02,2025-06-22,Healthy
ORD-69386,CUST-5185,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.0,2499.0,129,81.0,25,7.0,SUP-01,2025-09-25,Healthy
ORD-67384,CUST-3789,PROD-01,Wireless Ergonomic Mouse,Electronics,4,2499,1200,0.0,9996.0,277,90.0,34,7.0,SUP-01,2024-11-18,Overstock
ORD-52760,CUST-5075,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.15,2124.15,90,85.0,29,7.0,SUP-01,2024-01-16,Healthy
ORD-72212,CUST-3550,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,201,195.0,55,14.0,SUP-06,2024-06-05,Healthy
ORD-50462,CUST-4000,PROD-03,4K Ultra-Wide Monitor,Electronics,2,29999,18000,0.1,53998.2,56,51.0,15,18.0,SUP-03,2025-01-27,Healthy
ORD-61047,CUST-4550,PROD-05,Waterproof Sports Backpack,Apparel,5,2899,900,0.05,13770.25,265,133.0,43,10.0,SUP-05,2025-01-27,Healthy
ORD-59989,CUST-1151,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.05,2374.05,244,82.0,26,7.0,SUP-01,2025-09-14,Overstock
ORD-54193,CUST-4789,PROD-05,Waterproof Sports Backpack,Apparel,2,2899,900,0.05,5508.1,237,149.0,59,10.0,SUP-05,2025-01-12,Healthy
ORD-73697,CUST-3207,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,216,126.0,54,6.0,SUP-04,2024-08-15,Healthy
ORD-62133,CUST-4560,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.0,5999.0,121,106.0,34,12.0,SUP-02,2025-02-02,Healthy
ORD-63582,CUST-3214,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.0,5999.0,73,109.0,37,12.0,SUP-02,2025-06-21,Reorder Required
ORD-57698,CUST-1622,PROD-02,Mechanical RGB Keyboard,Electronics,3,5999,2800,0.1,16197.3,54,119.0,47,12.0,SUP-02,2025-07-21,Reorder Required
ORD-53105,CUST-5250,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,83,51.0,15,18.0,SUP-03,2024-06-15,Healthy
ORD-59792,CUST-1517,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.05,2754.05,252,146.0,56,10.0,SUP-05,2025-09-29,Healthy
ORD-54496,CUST-5191,PROD-02,Mechanical RGB Keyboard,Electronics,2,5999,2800,0.05,11398.1,176,101.0,29,12.0,SUP-02,2024-11-25,Healthy
ORD-70165,CUST-2864,PROD-05,Waterproof Sports Backpack,Apparel,2,2899,900,,5798.0,230,130.0,40,10.0,SUP-05,2024-10-21,Healthy
ORD-54307,CUST-5482,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,89,51.0,15,18.0,SUP-03,2025-07-05,Healthy
ORD-66603,CUST-1162,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.05,28499.05,58,49.0,13,18.0,SUP-03,2024-06-23,Healthy
ORD-59534,CUST-5127,PROD-02,Mechanical RGB Keyboard,Electronics,3,5999,2800,0.0,17997.0,130,99.0,27,12.0,SUP-02,2024-02-15,Healthy
ORD-71424,CUST-3438,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,366,117.0,45,6.0,SUP-04,2025-04-13,Overstock
ORD-67538,CUST-4762,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,204,132.0,42,10.0,SUP-05,2024-03-19,Healthy
ORD-70823,CUST-4806,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,200,119.0,47,6.0,SUP-04,2024-11-20,Healthy
ORD-66116,CUST-2229,PROD-02,Mechanical RGB Keyboard,Electronics,2,5999,2800,0.0,11998.0,70,119.0,47,12.0,SUP-02,2025-05-01,Reorder Required
ORD-59373,CUST-5253,PROD-03,4K Ultra-Wide Monitor,Electronics,3,29999,18000,0.0,89997.0,67,47.0,11,18.0,SUP-03,2025-10-01,Healthy
ORD-62187,CUST-4047,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,34,45.0,9,18.0,SUP-03,2025-04-09,Reorder Required
ORD-61107,CUST-4921,PROD-05,Waterproof Sports Backpack,Apparel,3,2899,900,0.0,8697.0,158,145.0,55,10.0,SUP-05,2025-10-04,Healthy
ORD-54168,CUST-5157,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.05,2754.05,138,154.0,64,10.0,SUP-05,2025-02-01,Reorder Required
ORD-65843,CUST-3372,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,68,49.0,13,18.0,SUP-03,2025-04-09,Healthy
ORD-57916,CUST-1676,PROD-01,Wireless Ergonomic Mouse,Electronics,2,2499,1200,0.1,4498.2,228,99.0,43,7.0,SUP-01,2025-08-22,Healthy
ORD-66856,CUST-2447,PROD-04,Leather Minimalist Wallet,Accessories,2,1499,400,0.0,2998.0,206,138.0,66,6.0,SUP-04,2024-05-31,Healthy
ORD-67255,CUST-1091,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.1,2609.1,133,147.0,57,10.0,SUP-05,2025-04-04,Reorder Required
ORD-52078,CUST-2321,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,62,46.0,10,18.0,SUP-03,2024-07-15,Healthy
ORD-59757,CUST-2386,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,232,125.0,35,10.0,SUP-05,2025-08-13,Healthy
ORD-53882,CUST-1294,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,340,183.0,43,14.0,SUP-06,2025-11-19,Healthy
ORD-56108,CUST-1226,PROD-02,Mechanical RGB Keyboard,Electronics,2,5999,2800,0.0,11998.0,253,97.0,25,12.0,SUP-02,2025-06-23,Overstock
ORD-68022,CUST-2861,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.0,2499.0,87,84.0,28,7.0,SUP-01,2024-03-20,Healthy
ORD-52183,CUST-1236,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.05,1424.05,188,122.0,50,6.0,SUP-04,2025-10-10,Healthy
ORD-61955,CUST-3563,PROD-05,Waterproof Sports Backpack,Apparel,5,2899,900,0.0,14495.0,169,142.0,52,10.0,SUP-05,2024-03-12,Healthy
ORD-62810,CUST-4200,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.1,26999.1,62,48.0,12,18.0,SUP-03,2025-04-21,Healthy
ORD-63595,CUST-5296,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,260,148.0,76,6.0,SUP-04,2025-10-20,Healthy
ORD-52522,CUST-2483,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.1,1349.1,242,167.0,95,6.0,SUP-04,2025-05-10,Healthy
ORD-56770,CUST-4092,PROD-04,Leather Minimalist Wallet,Accessories,2,1499,400,0.1,2698.2,227,134.0,62,6.0,SUP-04,2025-02-27,Healthy
ORD-59397,CUST-4976,PROD-05,Waterproof Sports Backpack,Apparel,4,2899,900,0.0,11596.0,178,156.0,66,10.0,SUP-05,2025-04-02,Healthy
ORD-57476,CUST-4908,PROD-03,4K Ultra-Wide Monitor,Electronics,5,29999,18000,0.0,149995.0,72,48.0,12,18.0,SUP-03,2025-08-18,Healthy
ORD-68389,CUST-1021,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,,1499.0,224,119.0,47,6.0,SUP-04,2025-05-31,Healthy
ORD-70451,CUST-2883,PROD-01,Wireless Ergonomic Mouse,Electronics,2,2499,1200,0.0,4998.0,177,105.0,49,7.0,SUP-01,2025-09-11,Healthy
ORD-69687,CUST-5366,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,,2899.0,242,135.0,45,10.0,SUP-05,2025-09-19,Healthy
ORD-60914,CUST-1484,PROD-06,Bamboo Desk Organizer,Home Decor,2,999,350,0.05,1898.1,190,171.0,31,14.0,SUP-06,2024-10-05,Healthy
ORD-69822,CUST-1678,PROD-03,4K Ultra-Wide Monitor,Electronics,2,29999,18000,0.0,59998.0,46,43.0,7,18.0,SUP-03,2024-06-24,Healthy
ORD-74905,CUST-5496,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,83,148.0,76,6.0,SUP-04,2025-07-21,Reorder Required
ORD-63588,CUST-3865,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.05,949.05,170,215.0,75,14.0,SUP-06,2025-04-16,Reorder Required
ORD-62230,CUST-1975,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,273,192.0,52,14.0,SUP-06,2024-09-02,Healthy
ORD-51222,CUST-5417,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.0,2499.0,164,105.0,49,7.0,SUP-01,2025-11-25,Healthy
ORD-60011,CUST-1855,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.05,2754.05,282,129.0,39,10.0,SUP-05,2024-05-07,Healthy
ORD-60801,CUST-1195,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,265,145.0,73,6.0,SUP-04,2025-02-02,Healthy
ORD-58388,CUST-2823,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.05,5699.05,138,102.0,30,12.0,SUP-02,2024-02-17,Healthy
ORD-71694,CUST-4182,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.15,2464.15,158,158.0,68,10.0,SUP-05,2024-06-20,Reorder Required
ORD-52154,CUST-4705,PROD-03,4K Ultra-Wide Monitor,Electronics,2,29999,18000,0.0,59998.0,67,46.0,10,18.0,SUP-03,2025-01-21,Healthy
ORD-71262,CUST-2382,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,260,200.0,60,14.0,SUP-06,2024-10-21,Healthy
ORD-71541,CUST-1766,PROD-06,Bamboo Desk Organizer,Home Decor,2,999,350,0.1,1798.2,217,218.0,78,14.0,SUP-06,2024-04-30,Reorder Required
ORD-57259,CUST-1805,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,197,138.0,48,10.0,SUP-05,2025-05-22,Healthy
ORD-74452,CUST-3517,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.1,899.1,144,200.0,60,14.0,SUP-06,2024-03-15,Reorder Required
ORD-69491,CUST-1623,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,95,42.0,6,18.0,SUP-03,2025-12-11,Healthy
ORD-52298,CUST-3755,PROD-04,Leather Minimalist Wallet,Accessories,5,1499,400,0.0,7495.0,210,136.0,64,6.0,SUP-04,2025-04-06,Healthy
ORD-53168,CUST-3288,PROD-01,Wireless Ergonomic Mouse,Electronics,3,2499,1200,0.0,7497.0,142,91.0,35,7.0,SUP-01,2024-08-25,Healthy
ORD-70286,CUST-5142,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.05,28499.05,62,46.0,10,18.0,SUP-03,2024-03-02,Healthy
ORD-62572,CUST-1403,PROD-04,Leather Minimalist Wallet,Accessories,2,1499,400,0.0,2998.0,141,154.0,82,6.0,SUP-04,2025-01-03,Reorder Required
ORD-71873,CUST-1533,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,,2499.0,258,90.0,34,7.0,SUP-01,2025-06-05,Overstock
ORD-64733,CUST-1885,PROD-03,4K Ultra-Wide Monitor,Electronics,4,29999,18000,0.0,119996.0,44,50.0,14,18.0,SUP-03,2024-01-11,Reorder Required
ORD-62368,CUST-1568,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.05,1424.05,245,147.0,75,6.0,SUP-04,2025-09-08,Healthy
ORD-63090,CUST-5028,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.05,2374.05,184,96.0,40,7.0,SUP-01,2025-01-18,Healthy
ORD-68329,CUST-3120,PROD-04,Leather Minimalist Wallet,Accessories,2,1499,400,0.0,2998.0,291,133.0,61,6.0,SUP-04,2025-12-16,Healthy
ORD-50896,CUST-2164,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,166,154.0,64,10.0,SUP-05,2024-07-11,Healthy
ORD-63539,CUST-5350,PROD-05,Waterproof Sports Backpack,Apparel,5,2899,900,0.0,14495.0,297,131.0,41,10.0,SUP-05,2024-05-26,Healthy
ORD-70922,CUST-2863,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.0,2499.0,250,85.0,29,7.0,SUP-01,2025-03-09,Overstock
ORD-66883,CUST-4422,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,151,202.0,62,14.0,SUP-06,2025-12-03,Reorder Required
ORD-66545,CUST-5031,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.15,2464.15,170,141.0,51,10.0,SUP-05,2025-08-07,Healthy
ORD-68989,CUST-2901,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,333,196.0,56,14.0,SUP-06,2024-12-10,Healthy
ORD-60543,CUST-4468,PROD-01,Wireless Ergonomic Mouse,Electronics,2,2499,1200,0.0,4998.0,257,89.0,33,7.0,SUP-01,2025-11-20,Overstock
ORD-50707,CUST-3480,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.0,5999.0,117,109.0,37,12.0,SUP-02,2024-09-15,Healthy
ORD-56728,CUST-4636,PROD-01,Wireless Ergonomic Mouse,Electronics,5,2499,1200,,12495.0,199,105.0,49,7.0,SUP-01,2024-11-28,Healthy
ORD-68956,CUST-2186,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.05,5699.05,135,93.0,21,12.0,SUP-02,2025-03-07,Healthy
ORD-69219,CUST-1598,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.0,5999.0,94,116.0,44,12.0,SUP-02,2024-06-14,Reorder Required
ORD-72190,CUST-1881,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.05,28499.05,63,49.0,13,18.0,SUP-03,2024-06-30,Healthy
ORD-60275,CUST-2498,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,121,144.0,54,10.0,SUP-05,2024-12-22,Reorder Required
ORD-60664,CUST-2119,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,188,136.0,46,10.0,SUP-05,2024-06-29,Healthy
ORD-70141,CUST-3428,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,209,157.0,85,6.0,SUP-04,2025-11-28,Healthy
ORD-59687,CUST-2389,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.0,5999.0,117,97.0,25,12.0,SUP-02,2025-11-10,Healthy
ORD-74714,CUST-4486,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.05,28499.05,77,44.0,8,18.0,SUP-03,2024-12-04,Healthy
ORD-60901,CUST-1963,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.0,5999.0,133,112.0,40,12.0,SUP-02,2025-05-17,Healthy
ORD-67907,CUST-3908,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.15,25499.15,60,47.0,11,18.0,SUP-03,2025-07-03,Healthy
ORD-50205,CUST-1665,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.05,5699.05,137,95.0,23,12.0,SUP-02,2024-09-02,Healthy
ORD-60162,CUST-2472,PROD-04,Leather Minimalist Wallet,Accessories,3,1499,400,0.0,4497.0,289,133.0,61,6.0,SUP-04,2025-02-20,Healthy
ORD-67185,CUST-2528,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,279,144.0,54,10.0,SUP-05,2024-03-25,Healthy
ORD-65324,CUST-2883,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,163,108.0,36,6.0,SUP-04,2024-01-09,Healthy
ORD-59016,CUST-1244,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.05,5699.05,134,90.0,18,12.0,SUP-02,2024-12-05,Healthy
ORD-68001,CUST-2310,PROD-01,Wireless Ergonomic Mouse,Electronics,1,2499,1200,0.0,2499.0,160,83.0,27,7.0,SUP-01,2024-06-08,Healthy
ORD-51791,CUST-2331,PROD-05,Waterproof Sports Backpack,Apparel,5,2899,900,0.05,13770.25,258,122.0,32,10.0,SUP-05,2024-11-04,Healthy
ORD-70189,CUST-4896,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.0,5999.0,141,98.0,26,12.0,SUP-02,2025-11-17,Healthy
ORD-66680,CUST-2142,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,135,139.0,49,10.0,SUP-05,2025-12-27,Reorder Required
ORD-52677,CUST-3009,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.1,1349.1,253,166.0,94,6.0,SUP-04,2025-10-22,Healthy
ORD-53538,CUST-2656,PROD-02,Mechanical RGB Keyboard,Electronics,1,5999,2800,0.0,5999.0,131,111.0,39,12.0,SUP-02,2025-11-08,Healthy
ORD-70722,CUST-2216,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.05,28499.05,49,49.0,13,18.0,SUP-03,2024-08-02,Reorder Required
ORD-71704,CUST-1038,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,337,172.0,32,14.0,SUP-06,2025-09-13,Healthy
ORD-74198,CUST-2378,PROD-04,Leather Minimalist Wallet,Accessories,5,1499,400,0.05,7120.25,185,162.0,90,6.0,SUP-04,2024-05-22,Healthy
ORD-50953,CUST-2211,PROD-05,Waterproof Sports Backpack,Apparel,1,2899,900,0.0,2899.0,253,131.0,41,10.0,SUP-05,2024-09-21,Healthy
ORD-64332,CUST-2049,PROD-04,Leather Minimalist Wallet,Accessories,1,1499,400,0.0,1499.0,398,154.0,82,6.0,SUP-04,2024-11-08,Overstock
ORD-65875,CUST-4354,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,53,49.0,13,18.0,SUP-03,2024-03-26,Healthy
ORD-55701,CUST-2932,PROD-02,Mechanical RGB Keyboard,Electronics,2,5999,2800,0.0,11998.0,127,109.0,37,12.0,SUP-02,2025-10-12,Healthy
ORD-63430,CUST-2356,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,,29999.0,80,50.0,14,18.0,SUP-03,2025-03-25,Healthy
ORD-58985,CUST-5256,PROD-02,Mechanical RGB Keyboard,Electronics,2,5999,2800,0.1,10798.2,111,94.0,22,12.0,SUP-02,2025-04-21,Healthy
ORD-65987,CUST-3639,PROD-04,Leather Minimalist Wallet,Accessories,2,1499,400,0.0,2998.0,269,159.0,87,6.0,SUP-04,2025-12-18,Healthy
ORD-51005,CUST-2499,PROD-06,Bamboo Desk Organizer,Home Decor,1,999,350,0.0,999.0,311,202.0,62,14.0,SUP-06,2024-12-09,Healthy
ORD-69836,CUST-5324,PROD-03,4K Ultra-Wide Monitor,Electronics,1,29999,18000,0.0,29999.0,55,47.0,11,18.0,SUP-03,2025-12-06,Healthy
